Round,Institute,Program,Quota,Seat,Gender,Note,Opening Rank (int),Closing Rank (int)
Round 7,"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2102663,2102663
Round 7,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical and Computer Engineering,AI,OPEN,Gender-Neutral,,2120393,2120393
Round 7,"Prabhat Engineering College,Kanpur Dehat",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1682328,2120730
Round 7,"Ldc Institute Of Technical Studies,Allahabad",Civil Engineering,AI,OPEN,Gender-Neutral,,2109618,2116864
Round 7,"Apex Institute Of Technology,Rampur",Electrical Engineering,AI,OPEN,Gender-Neutral,,2104173,2104173
Round 7,"Himalayan Institute Of Technology & Management,Lucknow",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,175588,2119786
Round 7,"Rameshwaram Institute Of Technology & Management,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2107288,2119279
Round 7,"Kashi Institute Of Technology,Varanasi",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,249746,2113575
Round 7,"I.I.M.T. Engg. College,Meerut",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,1826796,2118756
Round 7,"Kanpur Institute Of Technology,Kanpur",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,754791,2102745
Round 7,"I.M.S. Engineering College,Ghaziabad",Information Technology,AI,OPEN,Gender-Neutral,,2104881,2112477
Round 7,"Rajkiya Engineering College,Mainpuri",Mechanical Engineering,AI,OPEN,Gender-Neutral,,761297,2117666
Round 7,"Ldc Institute Of Technical Studies,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,2117677,2117677
Round 7,"Meerut Institute Of Engineering & Technology,Meerut",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,1822243,2103683
Round 7,"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Computer Science Information Technology,AI,OPEN,Gender-Neutral,,1039904,2109906
Round 7,"Central Institute Of Petrochemicals Engineering & Technology (Cipet), Lucknow",Plastic Engineering,AI,OPEN,Gender-Neutral,,1019658,2114022
Round 7,"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1828385,2114785
Round 7,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Agriculture Engineering,AI,OPEN,Gender-Neutral,,2101072,2121185
Round 7,"Gokaran Narvadeshwar Institute Of Technology & Management,Barabanki",Civil Engineering,AI,OPEN,Gender-Neutral,,2101466,2101466
Round 7,"Rajshree Institute Of Management & Technology,Bareilly",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2108858,2121080
Round 7,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,AI,OPEN,Gender-Neutral,,235532,651760
Round 7,"Kashi Institute Of Technology,Varanasi",Civil Engineering,AI,OPEN,Gender-Neutral,,2120527,2121192
Round 7,"Jahangirabad Educational Trust'S Group Of Institutions, Faculty Of Engineering,Barabanki",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1662786,2120893
Round 7,"Abes Engg.College,Ghaziabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,88886,187236
Round 7,"Lucknow Institute Of Technology,Lucknow",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,433704,1806896
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Information Technology (Collaboration & Twining Program) (FW),HS,OPEN,Gender-Neutral,TF,863425,863425
Round 7,Ch. Charan Singh University Campus (Scriet) Meerut,Agriculture Engineering,AI,OPEN,Gender-Neutral,,614935,743402
Round 7,"Institute Of Technology & Management,Aligarh",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,692224,692224
Round 7,"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,596739,2117437
Round 7,"United College Of Engineering & Research,Allahabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,403143,2118021
Round 7,"Kashi Institute Of Technology,Varanasi",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2111359,2111359
Round 7,"Axis Institute Of Technology & Management,Kanpur",Information Technology,AI,OPEN,Gender-Neutral,,444902,2121217
Round 7,"Kipm College Of Engg. & Technology,Gorakhpur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,1770362,2120707
Round 7,"Ashoka Institute Of Technology & Management,Varanasi",Biotechnology,AI,OPEN,Gender-Neutral,,1734761,2112984
Round 7,"Jms Institute Of Technology, Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,846470,2115141
Round 7,"Institute Of Technology & Management,Aligarh",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2104448,2121314
Round 7,"Hardayal Technical Campus,Mathura",Civil Engineering,AI,OPEN,Gender-Neutral,,2120191,2120191
Round 7,"Prayag Institute Of Technology & Management,Allahabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1938307,2121242
Round 7,"Prabhat Engineering College,Kanpur Dehat",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2101648,2119678
Round 7,"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,115788,2111147
Round 7,Ch. Charan Singh University Campus (Scriet) Meerut,Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,688389,688389
Round 7,"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1958874,1958874
Round 7,"Deewan V.S. Institute Of Engineering & Technology, Meerut,Meerut",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,2106690,2106690
Round 7,"Raja Balwant Singh Engineering Technical Campus,Agra",Civil Engineering,AI,OPEN,Gender-Neutral,,1344261,1344261
Round 7,"Dr.M.C.Saxena College Of Engg. & Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1052973,2120675
Round 7,"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),AI,OPEN,Gender-Neutral,,216118,914068
Round 7,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,1393425,2120368
Round 7,"Suyash Institute Of Information Technology,Gorakhpur",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2119864,2119864
Round 7,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,1000865,1000865
Round 7,"Meerut Institute Of Technology,Meerut",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2115885,2115885
Round 7,"R.R.Institute Of Modern Technology,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1943211,2118622
Round 7,"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1125456,2110348
Round 7,"School Of Management Science (Sms Institute Of Technology),Lucknow",Computer Science And Engineering(Internet Of Things),AI,OPEN,Gender-Neutral,,2107626,2116534
Round 7,"R.D.Engineering College,Ghaziabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1213684,2120596
Round 7,"Sardar Vallabhbhai Patel University Of Agriculture & Technology, Meerut",Computer Science,AI,OPEN,Gender-Neutral,,149834,436072
Round 7,"Fit Engineering College,Meerut",Civil Engineering,AI,OPEN,Gender-Neutral,,2121130,2121130
Round 7,"Iimt College Of Engineering,Gautam Buddh Nagar",Information Technology,AI,OPEN,Gender-Neutral,,780309,2120008
Round 7,"Bharat Institute Of Technology,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,983335,983335
Round 7,"Isabella Thoburn College (Professional Studies),Lucknow",Computer Science Information Technology,AI,OPEN,Female-only (including Supernumerary),,1394749,1394749
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Mathematics and Computing,AI,OPEN,Gender-Neutral,,273879,2106034
Round 7,Lloyd Institute Of Engineering And Technology,Computer Science & Engineering (Cyber Security),AI,OPEN,Gender-Neutral,,2106286,2113277
Round 7,"Bharat Institute Of Technology,Meerut",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,1359641,2108575
Round 7,"Vishveshwarya Group Of Institutions,Gautam Buddh Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,407038,2120573
Round 7,"Hlm College,Ghaziabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,401453,2119895
Round 7,"Babu Banarasi Das Institute Of Technology And Management, Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,1874888,2120070
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,323675,323675
Round 7,"Hmfa Memorial Institute Of Engineering & Technology,Allahabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2113705,2120547
Round 7,"Goel Institute Of Technology & Management,Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,1145263,2121024
Round 7,"Kashi Institute Of Technology,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,304281,304281
Round 7,"B.S.A. College Of Engineering & Technology,Mathura",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,888220,2116751
Round 7,"Dr. K.N. Modi Institute Of Engg. & Technology,Ghaziabad",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,1881658,1881658
Round 7,"Axis Institute Of Technology & Management,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,449689,2116783
Round 7,"College Of Engg. & Rural Technology,Meerut",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2120680,2120680
Round 7,"Saroj Institute Of Tech. & Management,Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,2113003,2113003
Round 7,"I.M.S. Engineering College,Ghaziabad",Biotechnology,AI,OPEN,Gender-Neutral,,1523545,1634019
Round 7,"Uttar Pradesh Textile Technology Institute,Kanpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,203379,212237
Round 7,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2118526,2118526
Round 7,"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Agriculture Engineering,AI,OPEN,Gender-Neutral,,2113480,2113480
Round 7,"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Civil Engineering,AI,OPEN,Gender-Neutral,,2106077,2119335
Round 7,"Inderprastha Engg. College,Ghaziabad",Electronics and Communication Engineering (FW),HS,OPEN,Gender-Neutral,TF,2118689,2118689
Round 7,"S.R.Institute Of Management & Technology,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,640133,2118029
Round 7,"College Of Engg. & Rural Technology,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,824145,2121190
Round 7,"Ashoka Institute Of Technology & Management,Varanasi",Electrical Engineering,AI,OPEN,Gender-Neutral,,1904157,1904157
Round 7,"Delhi Institute Of Engineering & Technology,Meerut",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2114872,2114872
Round 7,"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science And Engineering(Internet Of Things),AI,OPEN,Gender-Neutral,,452392,2121681
Round 7,"Allenhouse Institute Of Technology,Kanpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,327334,2119504
Round 7,"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,493130,2118944
Round 7,"Bundelkhand Institute Of Engineering & Technology,Jhansi",Mechanical Engineering,AI,OPEN,Gender-Neutral,,115397,207629
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Internet Of Things),AI,OPEN,Gender-Neutral,,254045,2119806
Round 7,"Axis Institute Of Technology & Management,Kanpur",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,595207,2120636
Round 7,"Jms Institute Of Technology, Ghaziabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2103250,2103250
Round 7,"B.S.A. College Of Engineering & Technology,Mathura",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2115367,2115367
Round 7,"Neelkanth Institute Of Technology,Meerut",Artificial Inelligence (AI) And Data Science,AI,OPEN,Gender-Neutral,,2102686,2116275
Round 7,"Inderprastha Engg. College,Ghaziabad",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,1072385,2110817
Round 7,"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2102852,2117787
Round 7,"Ashoka Institute Of Technology & Management,Varanasi",Civil Engineering,AI,OPEN,Gender-Neutral,,2109173,2109173
Round 7,"Saroj Institute Of Tech. & Management,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2110971,2118127
Round 7,"I.T.S. Engg.College,Gautam Buddh Nagar",Computer Science And Engineering(Data Science) (FW),HS,OPEN,Gender-Neutral,TF,1101784,1101784
Round 7,"Sri Rammurti Smarak College Of Engineering Technology & Research,Bareilly",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,669383,669383
Round 7,"Madhu Vachaspati Institute Of Engineering & Technology,Kaushambi",Civil Engineering,AI,OPEN,Gender-Neutral,,1979911,2114623
Round 7,"R.V.Institute Of Technology,Bijnaur",Civil Engineering,AI,OPEN,Gender-Neutral,,2109981,2116748
Round 7,"J.P..Institute Of Engineering & Technology,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,228296,2121195
Round 7,"Rakshpal Bahadur College Of Engineering & Technology,Bareilly",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2114017,2114017
Round 7,"Hlm College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,736942,2120737
Round 7,"Jms Institute Of Technology, Ghaziabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2109841,2109841
Round 7,"I.T.S. Engg.College,Gautam Buddh Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,351476,2119357
Round 7,"Dev Bhoomi Group Of Institutions,Saharanpur",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2105975,2113491
Round 7,"Hmfa Memorial Institute Of Engineering & Technology,Allahabad",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2107634,2121285
Round 7,"Babu Banarasi Das Northern India Institute Of Technology,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,1867111,2108539
Round 7,"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,184695,414691
Round 7,"Shri Ram Swaroop Memorial College Of Engg. & Management,Lucknow",Computer Science & Engineering (Cyber Security),AI,OPEN,Gender-Neutral,,562281,562281
Round 7,"Madhu Vachaspati Institute Of Engineering & Technology,Kaushambi",Artificial Intelligence And Machine Learning,AI,OPEN,Gender-Neutral,,1758088,2121284
Round 7,"Modern College, Jhansi",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,543477,2119155
Round 7,"I.T.S. Engg.College,Gautam Buddh Nagar",Mechanical Engineering,AI,OPEN,Gender-Neutral,,516517,2116942
Round 7,"Rameshwaram Institute Of Technology & Management,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,329934,2112551
Round 7,"Shivdan Singh Institute Of Technology & Management,Aligarh",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2107203,2107203
Round 7,"Aligarh College Of Engg. & Tech,Aligarh",Civil Engineering,AI,OPEN,Gender-Neutral,,1679864,1679864
Round 7,"Fit Engineering College,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2101464,2116585
Round 7,"Abes Engg.College,Ghaziabad",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,181682,282193
Round 7,"R.D.Engineering College,Ghaziabad",Information Technology,AI,OPEN,Gender-Neutral,,555757,2121343
Round 7,"Rajkiya Engineering College,Bijnor",Information Technology,AI,OPEN,Gender-Neutral,,175856,175856
Round 7,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,451857,690231
Round 7,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,389374,2121253
Round 7,"Institute Of Technology & Management,Aligarh",Civil Engineering,AI,OPEN,Gender-Neutral,,2115740,2115740
Round 7,"Babu Banarsi Das Institute Of Tech.,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,558900,2120775
Round 7,"Bansal Institute Of Engineering & Technology,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,785191,785191
Round 7,"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,332768,2115633
Round 7,"Shri Nath Ji Institute For Technical Education,Meerut",Civil Engineering,AI,OPEN,Gender-Neutral,,2104528,2104528
Round 7,"Pranveer Singh Institute Of Technology,Kanpur",Information Technology,AI,OPEN,Gender-Neutral,,390330,497699
Round 7,"Dr. Rizvi College Of Engineering,,Kaushambi",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2106078,2120258
Round 7,"Bharat Ratna Baba Saheb Bhim Rao Ambedkar  Rajkiya Engineering College, Pratapgarh",Civil Engineering,AI,OPEN,Gender-Neutral,,280014,2121658
Round 7,"B.B.S.College Of Engginering And Technology,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,969318,2120389
Round 7,"Buddha Institute Of Technology,Gorakhpur",Computer Science,AI,OPEN,Gender-Neutral,,2101732,2116571
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Mechanical Engineering,AI,OPEN,Gender-Neutral,,375651,2120244
Round 7,"Lucknow University, Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,239210,449829
Round 7,"Institute Of Technology & Management,Gorakhpur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2109356,2119520
Round 7,"Maharaja Agrasen College Of Engineering & Technology,J.P.Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,149996,531725
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence) (Collaboration & Twining Program),AI,OPEN,Gender-Neutral,,379793,2112679
Round 7,"Dr. K.N. Modi Institute Of Engg. & Technology,Ghaziabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1897567,2115562
Round 7,"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2108889,2118099
Round 7,"Deewan V.S. Institute Of Engineering & Technology, Meerut,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,282201,2119074
Round 7,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,559621,2118017
Round 7,"R.D.Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,2109904,2109904
Round 7,"R.R.Institute Of Modern Technology,Lucknow",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,463230,2117383
Round 7,"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,512035,2119270
Round 7,"Sri Ram Group Of Colleges,Muzaffarnagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,994522,2121325
Round 7,"Vision Institute Of Technology,Aligarh",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2114686,2114686
Round 7,"I.E.C. College Of Engineering & Technology,Gautam Buddh Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,370648,2121383
Round 7,"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,AI,OPEN,Gender-Neutral,,152464,270347
Round 7,"Hi-Tech. Institute Of Engineering &Technology,Ghaziabad",Electrical Engineering,AI,OPEN,Gender-Neutral,,1139930,2117595
Round 7,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1274686,2105947
Round 7,"Delhi Institute Of Engineering & Technology,Meerut",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2121078,2121078
Round 7,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,89520,1265121
Round 7,"Shri Sidhi Vinayak Institute Of Technology,Bareilly",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2101788,2121169
Round 7,"Buddha Institute Of Technology,Gorakhpur",Information Technology,AI,OPEN,Gender-Neutral,,1853867,2120878
Round 7,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,282388,282388
Round 7,"Maharana Pratap Engineering College,Kanpur",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2107823,2107823
Round 7,"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,514797,1904833
Round 7,"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2106453,2106453
Round 7,"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,642616,2109180
Round 7,"B.N.College Of Engineering & Technology(Bncet),Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,2104550,2121194
Round 7,"Ldc Institute Of Technical Studies,Allahabad",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2115308,2121012
Round 7,"Deewan V.S. Institute Of Engineering & Technology, Meerut,Meerut",Civil Engineering,AI,OPEN,Gender-Neutral,,2104686,2110033
Round 7,"Bharat Ratna Sardar Vallabhbhai Patel Rajkiya Engineering College, Basti",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,250654,291954
Round 7,"Prasad Institute Of Technology,Jaunpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,869341,2113304
Round 7,"Institute Of Engg. & Rural Technology,Allahabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,545962,940770
Round 7,"Acharya Narendra Deva University Of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,324915,1172983
Round 7,"Ajay Kumar Garg Engg. College,Ghaziabad",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,282791,2121595
Round 7,"Bansal Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering (Artificial Intelligence) (FW),HS,OPEN,Gender-Neutral,TF,2109405,2109405
Round 7,"United College Of Engiineering & Research,Greater Noida,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,650616,650616
Round 7,"Neelam College Of Engineering & Technology,Agra",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1255331,2111651
Round 7,"Jahangirabad Educational Trust'S Group Of Institutions, Faculty Of Engineering,Barabanki",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2109155,2109155
Round 7,"I.M.S. Engineering College,Ghaziabad",Computer Science,AI,OPEN,Gender-Neutral,,457832,2116737
Round 7,"B.N.College Of Engineering & Technology(Bncet),Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2117708,2117708
Round 7,"Abes Engg.College,Ghaziabad",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,268522,268522
Round 7,"Ashoka Institute Of Technology & Management,Varanasi",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,125200,2110441
Round 7,Greater Noida College,Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,485632,2117704
Round 7,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,2103044,2107721
Round 7,"Meerut Institute Of Technology,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1021403,2120769
Round 7,"I.I.M.T. Engg. College,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,680336,2120143
Round 7,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,973720,2114643
Round 7,"Nigc Institute Of Technology And Management, Bijnor",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,798163,2120128
Round 7,"Iimt College Of Engineering,Gautam Buddh Nagar",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1116789,2121265
Round 7,"Vishveshwarya Group Of Institutions,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1942206,2120493
Round 7,"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,1741287,1986550
Round 7,Greater Noida College,Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,707696,2114194
Round 7,"Sanskar College Of Engineering & Technology,Ghaziabad",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2104549,2121365
Round 7,"Kalicharan Nigam Institute Of Technology,Banda",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2104626,2115639
Round 7,"Moradabad Institute Of Technology,Moradabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,1916048,2115546
Round 7,"Mg Institute Of Management & Technology,Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,962784,2115100
Round 7,"Allenhouse Institute Of Technology,Kanpur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2111711,2111711
Round 7,"Bansal Institute Of Engineering & Technology,Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,1467333,1467333
Round 7,"Raja Balwant Singh Engineering Technical Campus,Agra",Food Technology,AI,OPEN,Gender-Neutral,,489869,489869
Round 7,"Moradabad Institute Of Technology,Moradabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,2100964,2103474
Round 7,"School Of Management Science (Sms Institute Of Technology),Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1860750,2119475
Round 7,"Mg Institute Of Management & Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1236549,2118852
Round 7,"Shivdan Singh Institute Of Technology & Management,Aligarh",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,607723,2119940
Round 7,"Institute Of Technology & Management,Maharajganj",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2115089,2115089
Round 7,"Bansal Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,482425,838577
Round 7,"Mahatama Gandhi Mission College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,304342,2119582
Round 7,"Prasad Institute Of Technology,Jaunpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2106773,2109950
Round 7,"Chaudhary Beeri Singh College Of Engineering & Management,Agra",Civil Engineering,AI,OPEN,Gender-Neutral,,2120777,2120777
